,ticker,5 YR Open,5 YR Close,Percentage Change,Annualized % Change,eps 2019,eps 2020,eps 2021,eps 2022,eps 2023,AVG Annual EPS,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
380,ctra,26.1000,27.8800,6.8199233716475005,1.3639846743295,-4.4,-18.69,1.99,4.94,2.28,-2.7760000000000002,Coterra Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/aa49afec-80eb-11ea-b224-00000000092a.png,https://coterra.com/,A,High,BB,Medium,BB,Medium,555,329,310,1194,11-06-2022,BBB,High,858470
381,ctlt,40.5900,56.4500,39.07366346390736,7.8147326927814715,1.92,2.11,3.04,3.84,1.01,2.384,Catalent Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/c00dc57e-80cf-11ea-ae8f-00000000092a.png,https://www.catalent.com/,BBB,High,BB,Medium,BB,Medium,483,303,305,1091,16-04-2022,BBB,High,1596783
382,cpb,38.1300,44.4500,16.574875426173616,3.3149750852347233,2.62,2.96,2.98,2.84,3,2.8800000000000003,Campbell Soup Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/9d62e2c93777bb01219c94ccf5be76cac7e2963a98b4f91ad9f8af9a6d12c75c.png,https://www.campbellsoupcompany.com/,A,High,BB,Medium,BB,Medium,515,301,305,1121,16-04-2022,BBB,High,16732
383,crl,145.2500,270.9500,86.54044750430292,17.308089500860582,6.73,8.14,10.33,11.13,10.65,9.396,Charles River Laboratories International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/57255b65e8211290fea2a682499fcdb7655d9ae4fc6161e5286c0993044e6d57.png,https://www.criver.com/,A,High,BB,Medium,B,Medium,510,322,235,1067,16-04-2022,BBB,High,1100682
384,cop,66.7400,127.2800,90.71021875936471,18.14204375187294,3.59,-0.97,6,13.49,8.78,6.178,Conocophillips,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/aacfcb5e-80eb-11ea-8e60-00000000092a.png,http://www.conocophillips.com/,AA,Excellent,A,High,BB,Medium,687,544,305,1536,16-04-2022,A,High,1163165
385,coo,296.1700,101.4600,-65.74264780362631,-13.148529560725262,12.35,9.64,13.24,12.42,12.8,12.09,Cooper Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/aa10fd64-80eb-11ea-8aad-00000000092a.png,https://www.coopercos.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,16-04-2022,BBB,High,711404
386,cof,81.6900,148.8900,82.26221079691516,16.452442159383033,11.39,5.1,26.84,17.6,12.52,14.690000000000001,Capital One Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/aa81d530-80eb-11ea-aeeb-00000000092a.png,https://www.capitalone.com/,A,High,BB,Medium,BB,Medium,508,309,320,1137,16-04-2022,BBB,High,927628
387,cnc,53.1000,78.4800,47.79661016949153,9.559322033898306,4.37,4.98,5.15,5.76,6.66,5.384,Centene Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/a829c2c2-80eb-11ea-a52a-00000000092a.png,https://www.centene.com/,A,High,BB,Medium,BB,Medium,548,355,315,1218,16-04-2022,A,High,1071739
388,cnp,30.7000,28.4900,-7.198697068403911,-1.4397394136807822,1.79,1.49,1.64,1.38,1.5,1.56,CenterPoint Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/a983bcb0-80eb-11ea-96df-00000000092a.png,https://www.centerpointenergy.com/,A,High,BB,Medium,B,Medium,550,320,260,1130,16-04-2022,BBB,High,1130310
389,cms,55.5400,60.3400,8.642419877565727,1.7284839755131454,2.49,2.68,2.84,2.89,3.11,2.802,CMS Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/a772ceae-80eb-11ea-ae8d-00000000092a.png,https://www.cmsenergy.com/,BBB,High,AA,Excellent,C,Low,450,667,75,1192,16-04-2022,BBB,High,811156
390,cmi,157.8700,294.6500,86.6409070754418,17.32818141508836,14.68,12.06,14.56,16.23,19.16,15.338,Cummins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/a612de46-80eb-11ea-b7ef-00000000092a.png,https://www.cummins.com/,A,High,BB,Medium,BB,Medium,510,320,300,1130,17-04-2022,BBB,High,26172
391,cl,68.5400,90.0500,31.383133936387498,6.2766267872774995,2.83,3.05,3.2,2.97,3.23,3.056,Colgate-Palmolive Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/a1933f1c-80eb-11ea-b4c0-00000000092a.png,https://www.colgate.com/,A,High,BB,Medium,BB,Medium,520,310,310,1140,16-04-2022,BBB,High,21665
392,mmm,207.7800,106.0700,-48.950813360284926,-9.790162672056985,9.16,8.75,10.12,10.1,9.24,9.474,3M Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,https://static.finnhub.io/logo/2a1802fa-80ec-11ea-a0f5-00000000092a.png,https://www.3m.com/,A,High,BB,Medium,BB,Medium,526,310,305,1141,16-04-2022,BBB,High,66740
393,cfg,32.5000,36.2900,11.66153846153846,2.3323076923076917,3.82,2.23,5.16,4.08,3.11,3.6799999999999997,Citizens Financial Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/7aa22fa8-80d0-11ea-b627-00000000092a.png,https://www.citizensbank.com/,B,Medium,B,Medium,B,Medium,230,215,205,650,16-04-2022,B,Medium,759944
394,cag,27.7400,29.6400,6.8493150684931585,1.3698630136986316,2.01,2.28,2.64,2.37,2.76,2.412,Conagra Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/83636bb3e8284a86d2322a428a31f7eaed97d3effb350e6ebd5f39dfcd32f0e9.png,https://www.conagrabrands.com/,A,High,BB,Medium,BB,Medium,525,306,300,1131,16-04-2022,BBB,High,23217
395,ci,160.8200,363.1900,125.83633876383536,25.16726775276707,16.94,18.42,20.47,23.23,25.1,20.832,Cigna Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/9eb85cf0-80eb-11ea-a6ed-00000000092a.png,https://www.cigna.com/,A,High,BB,Medium,BB,Medium,508,328,310,1146,16-04-2022,BBB,High,1739940
396,cah,48.1500,111.9000,132.398753894081,26.479750778816204,5.28,5.45,6.08,5.06,5.81,5.536,Cardinal Health Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/88511edda41b785295d9b638075a69a79c69e9ff3a1a46b0347f656c32cfb820.png,https://www.cardinalhealth.com/en.html,A,High,BB,Medium,BB,Medium,505,300,315,1120,16-04-2022,BBB,High,721371
397,ma,235.4500,481.5700,104.5317477171374,20.90634954342748,7.78,6.43,8.41,10.65,12.26,9.106,Mastercard Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/96406588fb76d52e50bf7c2bc0f730206a19c4f08371ead195e22ca07da3f66f.png,https://investor.mastercard.com/investor-relations/default.aspx,B,Medium,B,Medium,B,Medium,210,230,215,655,18-04-2022,B,Medium,1141391
398,lw,74.9400,106.5300,42.15372297838271,8.430744595676542,3.22,2.5,2.16,2.08,4.68,2.928,Lamb Weston Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/7dd3316b07aaae0476f1aef88bc624d4c5c5182ca5aa592de10fd909d55f9d1c.png,https://www.lambweston.com/,BB,Medium,B,Medium,BB,Medium,345,256,300,901,10-06-2022,BBB,High,1679273
399,maa,109.3300,131.5800,20.351230220433564,4.070246044086713,3.07,2.2,3.43,5.49,4.71,3.78,Mid-America Apartment Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/1e4096dc-80ec-11ea-b0aa-00000000092a.png,https://www.maac.com/,BB,Medium,B,Medium,B,Medium,315,261,210,786,18-04-2022,BB,Medium,912595
400,mlm,201.1800,613.9400,205.16949995029327,41.03389999005866,9.72,10.68,12.25,12.1,19.33,12.815999999999999,Martin Marietta Materials Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/287fe388-80ec-11ea-9de9-00000000092a.png,https://www.martinmarietta.com/,A,High,BB,Medium,BB,Medium,573,313,300,1186,18-04-2022,BBB,High,916076
401,luv,51.9100,29.1900,-43.76806010402619,-8.753612020805239,4.46,-6.1,-2.16,1.1,1.57,-0.22599999999999998,Southwest Airlines Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,https://static.finnhub.io/logo/b3772d81283effbcbc60d9f05a9d7e383119b5240c6c4d4cb4b5089d53e03cce.png,https://www.southwest.com/,B,Medium,BB,Medium,B,Medium,295,314,218,827,19-04-2022,BB,Medium,92380
402,lnc,58.7000,31.9300,-45.604770017035776,-9.120954003407155,9.13,4.27,8.17,6.25,5.22,6.608,Lincoln National Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/dea884d14549b34942f2a496ada88909d57dc5b723b77034599ff80aba0c22a4.png,https://www.lfg.com/,AA,Excellent,BB,Medium,BB,Medium,700,300,300,1300,18-04-2022,A,High,59558
403,len,49.0900,171.9800,250.33611733550617,50.067223467101236,5.76,7.86,12.87,15.92,13.76,11.233999999999998,Lennar Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/16c7bb94-80ec-11ea-b498-00000000092a.png,https://www.lennar.com/,BB,Medium,BB,Medium,B,Medium,363,344,220,927,18-04-2022,BBB,High,920760
404,pg,104.0500,162.2500,55.93464680442095,11.18692936088419,4.53,5.12,5.66,5.81,5.9,5.404000000000001,Procter & Gamble Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/3670fb2ffd852345681a233e48444f3dcf2001b5471cdc3eba3b486b02a42653.png,https://us.pg.com/,A,High,BBB,High,BB,Medium,560,422,310,1292,18-04-2022,A,High,80424
405,oxy,66.2000,64.9900,-1.8277945619335465,-0.3655589123867093,1.62,-3.9,2.52,9.33,3.69,2.6519999999999997,Occidental Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/4bd186a6-80ec-11ea-a3b4-00000000092a.png,https://www.oxy.com/,A,High,BB,Medium,BB,Medium,505,302,300,1107,18-04-2022,BBB,High,797468
406,dell,58.6900,114.1100,94.42835235985689,18.885670471971377,6.71,7.35,7.99,8.46,7.62,7.626,Dell Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/970d18b8-80d4-11ea-8dc6-00000000092a.png,https://www.delltechnologies.com/,A,High,BB,Medium,B,Medium,500,318,275,1093,10-06-2022,BBB,High,1571996
407,payc,189.1300,199.0100,5.223920054988629,1.0447840109977258,3.5,3.49,4.47,6.16,7.78,5.08,Paycom Software Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/b628d340-80cf-11ea-98d8-00000000092a.png,https://www.paycom.com/,BBB,High,BB,Medium,BB,Medium,470,305,315,1090,18-04-2022,BBB,High,1590955
408,peg,59.4100,66.7800,12.4053189698704,2.48106379397408,3.28,3.43,3.65,3.47,3.48,3.4619999999999997,Public Service Enterprise Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/bd3fa8b3e81d439c73c3b9a41a0245b2f6290a78ba714a357aaad6b2d8bb6329.png,https://corporate.pseg.com/,A,High,BB,Medium,B,Medium,500,300,205,1005,19-04-2022,BBB,High,788784
409,oke,69.8400,80.1700,14.79095074455899,2.9581901489117977,3.07,2.54,3.36,3.9,4.29,3.432,ONEOK Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/bcc2fea52eb4ed3c09480c39a0f866f1ff14ceebca9b32d8e364cbc3a63d217b.png,https://www.oneok.com/,A,High,BB,Medium,BB,Medium,581,326,355,1262,18-04-2022,A,High,1039684
410,nrg,42.4800,67.6900,59.34557438794727,11.869114877589455,3.35,2.11,12.88,5.17,-1.14,4.474,NRG Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/3ffb315a-80ec-11ea-bff8-00000000092a.png,https://www.nrg.com/,BB,Medium,BB,Medium,B,Medium,371,327,218,916,18-04-2022,BBB,High,1013871
411,l,47.9300,78.2900,63.342374295848124,12.668474859169624,3.41,0.6748,4.6022,4.7791,6.3,3.9532200000000004,Loews Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/497e1c10-80fc-11ea-a007-00000000092a.png,https://www.loews.com/,A,High,BB,Medium,BB,Medium,505,303,313,1121,18-04-2022,BBB,High,60086
412,omc,72.9900,96.7600,32.56610494588301,6.513220989176602,6.06,5.23,6.39,6.93,7.43,6.4079999999999995,Omnicom Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/4a76e650-80ec-11ea-8407-00000000092a.png,https://www.omnicomgroup.com/,A,High,BB,Medium,BB,Medium,543,333,305,1181,18-04-2022,BBB,High,29989
413,orcl,53.7100,125.6100,133.8670638614783,26.77341277229566,3.54,3.88,4.69,4.91,5.13,4.43,Oracle Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/1f119542-80e1-11ea-8adf-00000000092a.png,https://www.oracle.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,17-09-2022,BBB,High,1341439
414,o,73.5600,54.1000,-26.454594888526373,-5.2909189777052745,1.38,1.17,0.94,1.43,1.26,1.236,Realty Income Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295903058.jpeg,https://www.realtyincome.com/Home/default.aspx,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,726728
415,dpz,258.1000,496.8800,92.51452925222779,18.502905850445558,9.57,12.4,13.61,12.08,14.67,12.466,Domino's Pizza Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/c30c7d98-80eb-11ea-ac1e-00000000092a.png,https://www.dominos.com/,B,Medium,B,Medium,B,Medium,205,205,200,610,17-04-2022,B,Medium,1286681
416,t,31.3600,17.6000,-43.877551020408156,-8.77551020408163,3.58,3.18,3.4,2.71,2.41,3.056,AT&T Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Telecommunication,https://static.finnhub.io/logo/7d20269e-80ec-11ea-9277-00000000092a.png,https://www.att.com/,B,Medium,B,Medium,BB,Medium,210,200,305,715,16-04-2022,B,Medium,732717
417,unp,167.2000,245.9300,47.087320574162696,9.417464114832539,8.39,8.19,9.95,11.36,10.46,9.67,Union Pacific Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,https://static.finnhub.io/logo/92d19634-80ec-11ea-b0ea-00000000092a.png,https://www.up.com/index.htm,B,Medium,B,Medium,B,Medium,290,257,245,792,19-04-2022,BB,Medium,100885
418,nem,35.7700,35.8400,0.19569471624266221,0.03913894324853244,1.31,2.65,2.95,1.86,1.59,2.072,Newmont Corporation,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/39e32600-80ec-11ea-976b-00000000092a.png,https://newmont.com/,AA,Excellent,BB,Medium,BB,Medium,675,389,355,1419,18-04-2022,A,High,1164727
419,fdx,181.4100,289.7400,59.71556143542253,11.943112287084507,15.53,9.5,18.18,20.66,14.97,15.768,FedEx Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,https://static.finnhub.io/logo/db346594-80eb-11ea-a0d5-00000000092a.png,https://www.fedex.com/,BB,Medium,B,Medium,B,Medium,335,278,255,868,17-04-2022,BB,Medium,1048911
420,nke,84.2100,93.9800,11.601947512171964,2.320389502434393,2.49,1.83,3.56,3.76,3.23,2.974,Nike Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/570aa3f1982c6fd2b7f22fab7a3cdb509c2b07a4ac0ccdcd293e4bbe9ab9089c.png,https://about.nike.com/,B,Medium,B,Medium,B,Medium,205,275,200,680,18-04-2022,B,Medium,320187
421,f,8.7800,13.2800,51.252847380410024,10.250569476082005,1.18,0.41,1.79,1.87,2.03,1.456,Ford Motor Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,https://static.finnhub.io/logo/d7154282-80eb-11ea-bbcd-00000000092a.png,https://www.ford.com/,B,Medium,B,Medium,B,Medium,292,246,215,753,17-04-2022,BB,Medium,37996
422,lmt,300.1600,454.8700,51.5425106609808,10.30850213219616,21.68,24.92,23.29,21.71,27.85,23.889999999999997,Lockheed Martin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/18803aba-80ec-11ea-b8be-00000000092a.png,https://www.lockheedmartin.com/,A,High,BB,Medium,BB,Medium,510,324,320,1154,18-04-2022,BBB,High,936468
423,rsg,80.3800,191.4400,138.168698681264,27.6337397362528,3.34,3.58,4.15,4.93,5.6,4.319999999999999,Republic Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/67eb5792-80ec-11ea-933b-00000000092a.png,https://www.republicservices.com/,B,Medium,B,Medium,B,Medium,293,235,216,744,19-04-2022,B,Medium,1060391
424,enph,9.2300,120.9800,1210.7258938244852,242.14517876489703,0.95,1.36,2.42,4.62,4.4,2.7499999999999996,Enphase Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/3972ef64-80cb-11ea-b600-00000000092a.png,https://enphase.com/,A,High,BB,Medium,BB,Medium,565,316,300,1181,17-04-2022,BBB,High,1463101
425,exc,50.1300,37.5700,-25.05485737083583,-5.010971474167166,3.22,3.22,2.82,2.26,2.38,2.7800000000000002,Exelon Corp,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,https://static.finnhub.io/logo/d63a05d0-80eb-11ea-817d-00000000092a.png,https://www.exeloncorp.com/,AA,Excellent,BBB,High,BB,Medium,694,403,316,1413,17-04-2022,A,High,1109357
426,expd,75.9000,121.5700,60.17127799736494,12.034255599472989,3.39,4.08,8.26,8.24,5.08,5.81,Expeditors International of Washington Inc,USD,NASDAQ NMS - GLOBAL MARKET,Logistics and Transportation,https://static.finnhub.io/logo/d6e89bca-80df-11ea-bc5e-00000000092a.png,https://www.expeditors.com/,A,High,BB,Medium,BB,Medium,510,302,300,1112,17-04-2022,BBB,High,746515
427,expe,119.0000,137.7500,15.756302521008402,3.1512605042016806,6.12,-8.78,1.44,6.8,9.82,3.0800000000000005,Expedia Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/d539d658-80df-11ea-b0d2-00000000092a.png,https://www.expediagroup.com/home/default.aspx,B,Medium,B,Medium,BB,Medium,225,242,305,772,17-04-2022,BB,Medium,1324424
428,fast,64.3100,77.1400,19.950241020059085,3.990048204011817,1.38,1.49,1.61,1.9,2.02,1.6800000000000002,Fastenal Co,USD,NASDAQ NMS - GLOBAL MARKET,Trading Companies and Distributors,https://static.finnhub.io/logo/d8a85892-80df-11ea-aa2a-00000000092a.png,https://www.fastenal.com/,B,Medium,BB,Medium,B,Medium,230,302,200,732,17-04-2022,B,Medium,815556
429,ffiv,156.9300,189.5900,20.8118269292041,4.16236538584082,10.38,9.39,10.86,10.21,11.71,10.510000000000002,F5 Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static.finnhub.io/logo/013605e8-80e0-11ea-81f3-00000000092a.png,https://www.f5.com/,B,Medium,B,Medium,B,Medium,200,221,215,636,17-04-2022,B,Medium,1048695
431,eqix,453.1600,825.3300,82.12772530673492,16.425545061346984,6.13,4.21,6.67,7.68,10.31,7.000000000000002,Equinix Inc,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/2905ab26-80e0-11ea-9683-00000000092a.png,https://www.equinix.com/,A,High,BB,Medium,BB,Medium,515,323,315,1153,17-04-2022,BBB,High,1101239
432,ftnt,83.9700,68.3100,-18.649517684887456,-3.729903536977491,0.49,0.67,0.8,1.2,1.64,0.96,Fortinet Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/4a69c7b4-80ff-11ea-8df0-00000000092a.png,https://www.fortinet.com/,A,High,BB,Medium,BB,Medium,500,306,305,1111,17-04-2022,BBB,High,1262039
433,etsy,67.2200,68.7200,2.231478726569473,0.4462957453138946,0.76,2.69,3.41,-5.74,2.25,0.674,ETSY Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/94ad4538-80d1-11ea-9286-00000000092a.png,https://www.etsy.com/,B,Medium,B,Medium,B,Medium,235,241,235,711,17-04-2022,B,Medium,1370637
434,ben,33.1400,28.1100,-15.178032589016297,-3.0356065178032594,2.52,2,3.74,3.64,2.59,2.898,Franklin Resources Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/8333d8a2-80eb-11ea-befe-00000000092a.png,https://www.franklinresources.com/,BB,Medium,BB,Medium,BB,Medium,321,349,310,980,17-04-2022,BBB,High,38777
435,dlr,119.0000,144.0400,21.042016806722682,4.208403361344536,2.35,1.4,5.92,1.14,0.72,2.306,Digital Realty Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/c066b1b0-80eb-11ea-a98e-00000000092a.png,https://www.digitalrealty.com,A,High,BB,Medium,BB,Medium,540,317,300,1157,17-04-2022,BBB,High,1297996
436,dhr,132.0200,249.7200,89.15315861233145,17.83063172246629,4.7,6.29,10.06,10.95,8.52,8.104000000000001,Danaher Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/f8702c9d5aa6591ddc26b5a9df478463a2f5d9bf3a81971882c4118325ae5792.png,https://www.danaher.com/,A,High,BB,Medium,BB,Medium,530,344,385,1259,17-04-2022,A,High,313616
437,efx,118.5000,267.5200,125.75527426160336,25.151054852320673,5.61,6.87,7.64,7.56,6.71,6.878,Equifax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/ca2b7d6c-80eb-11ea-8e3d-00000000092a.png,https://www.equifax.com/,BB,Medium,BB,Medium,BB,Medium,390,300,305,995,10-06-2022,BBB,High,33185
438,el,165.5500,154.1500,-6.886137118695261,-1.3772274237390523,5.34,4.1,6.45,7.22,3.45,5.311999999999999,Estee Lauder Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EL_4295903171.png,https://www.elcompanies.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,17-04-2022,BBB,High,1001250
439,emn,75.8800,100.2200,32.07696362677913,6.415392725355827,7.12,6.14,8.86,7.83,6.4,7.2700000000000005,Eastman Chemical Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/cca36ffe-80eb-11ea-969e-00000000092a.png,https://www.eastman.com/,A,High,BB,Medium,BB,Medium,583,365,310,1258,17-04-2022,A,High,915389
440,emr,68.4700,113.4200,65.649189426026,13.1298378852052,3.68,3.46,4.1,5.25,4.41,4.18,Emerson Electric Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/3da53d6ce1faa9df36b6bf625f6167c9423423748fa11799b010bc2a1dae4c7b.png,https://www.emerson.com/en-us,AA,Excellent,BB,Medium,BB,Medium,605,323,315,1243,17-04-2022,A,High,32604
441,eog,95.1800,127.8400,34.313931498213904,6.862786299642781,4.98,1.46,8.6,13.75,11.69,8.096,EOG Resources Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/ce6d8518-80eb-11ea-a7f0-00000000092a.png,https://www.eogresources.com/,A,High,B,Medium,B,Medium,550,252,240,1042,17-04-2022,BBB,High,821189
442,eqr,75.3200,63.1100,-16.21083377588953,-3.242166755177906,2.59,2.45,3.54,2.06,2.2,2.568,Equity Residential,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/cf2f5fcc-80eb-11ea-b4c6-00000000092a.png,https://www.equityapartments.com/,B,Medium,B,Medium,B,Medium,235,208,210,653,17-04-2022,B,Medium,906107
